pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,classe
-2.151612237732678,-1.0397803601979652,0.44626738982557335,-0.2689557636254356,-1.687145239687593,-1.0654301214165924,-0.2184393422417946,0.2773432545964485,-0.3470594487832378,-0.10276914307042471,-1.0592191634112331,-1.3103633873187723,-0.9637573927564117,1.296692864781121,-0.4353137359431425,0.8252285665541987,-0.2715471798573462,1.218202897313552,0.8129981036994185,1.282235942820808,1.6866531721226516,1.3328740904364236,-1.1293081451615363,0.9719461971360112,-2.5860228044679068,Abyssinian
-3.2839741794303623,-0.7824313572692783,-0.10176952747520224,0.41318962962942224,2.005991633197808,-0.15518664296889395,1.1451772751682305,-1.5905686488518045,0.8686308935306004,0.10884373169421535,-1.116095943000735,-0.514690618109526,-1.190721157287112,-0.11984168763189594,1.139952620266219,-1.0479668487944085,0.05172465891629803,-1.0470673889993696,0.8404715013120265,0.05540679502076997,1.3960891038074847,-0.4063725004683751,-0.4625052398014353,-0.857592473127862,0.7797281986133892,wheaten
-1.137253792827403,-0.2743505923442604,0.06134806145524474,-0.06691642495032545,-0.7876291250227666,0.44503602359385663,-0.07454597859669168,1.2782203955375866,1.4236660051664858,-0.3863303427508616,-0.17617249587537803,0.014159675879099626,-0.844591317268165,-2.083107379113814,0.8525241728920729,1.1862296668085945,-1.21131411530593,0.6316964167696449,-0.4389810891596813,-2.0577916759107446,-0.7551095119664802,-0.3478801988009369,-0.5573304532809576,-0.6651330520868475,0.11693370128448084,Persian
1.1818214680772665,1.1126515341488892,-0.7750504880516399,0.2610070209085671,0.23885478324989665,0.3596711215074929,0.6912540962914195,0.5882226807252054,1.29346085872112,-0.3454202582225278,-0.06426517852962363,0.44684774462116417,-0.4058329841808208,-1.1125775855810034,-1.0264425507698443,-0.376521375441187,-0.23252268729775755,-0.7948289314371446,-1.3456468760762603,-1.942075651829961,-1.364591807362077,-0.43918918602491724,-0.14259930707603835,0.5880382824950356,0.05676644628346475,wheaten
-1.1976947513184466,1.4433701304751594,-1.21187877520743,1.4566013888160623,-0.24251267125936568,-0.5971602673141172,1.5697634938656817,-1.6005087820731552,-1.26430184011309,-1.2923450409395312,0.5884938429349978,0.50125510911999,-1.0294609247228936,-0.052465694707099685,0.15088527365497245,-0.439641551721609,0.5404452158964179,-0.48665146047242225,0.8962433871353466,0.7009685750211585,-0.9364522768431525,0.9532880482429986,-0.95921297483794,0.391635909807465,1.6679044373040965,leonberger
-0.7843266124127737,1.8994639581465194,0.19585222528488505,0.5614540207276245,-0.08921528442092386,-0.4190851506372823,0.5109516220282919,0.12742645675427283,0.6779321707150544,0.9957826806854976,-1.064597504355993,0.67670046251977,0.06105836651499242,-1.0955324423233148,-0.1361789001978123,-0.05154974566163131,1.1264677769903466,-0.9778429886981477,0.5815567742333803,0.8642372783727695,-0.3936902972266123,-0.6782135029608859,-0.6725227840741059,1.2117931182682113,-0.8447612822795677,leonberger
-1.2299004636244115,0.5343171843008205,-0.4764786574974491,-0.8436022255449542,-1.4835630062607668,1.4268192527739352,0.42526664773049655,-0.7894352638036194,2.3842904924744555,0.6901215291804219,-0.40543448385084113,-1.900001225635626,-0.5378535707601945,-1.1015590257350916,-1.0281731811821806,0.6789331189384774,0.03832500760475551,1.5387703779551376,0.07660106582256873,-0.9609875978285564,-0.15474186612174437,-0.5291646294392648,0.9113541352967393,0.8666823611387371,-0.507109019833212,Persian
2.1786484436566007,-0.8867879424629875,0.9387587063461349,-0.33384685661617625,1.1653793051023411,1.0274552046411638,0.09381455646290818,-0.30878778370514726,1.7717181172033662,0.21332112940256362,-0.8085524412618651,0.1966200334754655,-0.3393020984733093,1.2672279889927556,0.5367868384625324,1.1243647850531866,-1.3069761559787962,-0.13678634395558295,-0.002887037781151502,-1.3880544170943405,0.06474550834170224,0.7201237991147194,-0.9057593274286553,0.9695896788545654,-0.3880107377589637,wheaten
0.3200031263574367,0.216156543165667,0.02837563959964699,-0.9274051493770481,-0.974681869528732,0.45024552886881053,-0.13869215923522007,0.18902915525043565,0.3556782012186471,-0.9103406070233766,0.623974392425246,0.21104499404692828,-0.24719150496996486,-0.32010557346922613,-0.18133442620966453,-0.0012737896792860942,0.10374511810346286,-0.17818020924175776,-0.7672147012038044,-0.20292508640351484,0.2720160148699027,-0.8776932872081417,0.40541681311840433,0.09284419364687559,-0.4167394305966047,Persian
1.4115176716429754,0.34284614012174147,-0.07350351391373876,0.33959574694223926,-0.03248540161363784,-0.4392466496767465,0.41126924874675885,-0.6385183247825392,-0.5799565156373698,0.33511371667195117,1.8742743721284796,-0.1891413119525456,1.424325480593965,-0.41052515188980315,0.8470938687302797,1.9965367626119996,0.3831030460653305,-1.361552894533683,1.9394851759447558,0.14436186911423263,2.240287554608294,0.6801591490580222,-0.9425356919209698,-0.5126848865912034,0.27364190649878894,leonberger
