pca_0,pca_1,pca_2,classe
-2.151612237732678,-1.0397803601979652,0.44626738982557335,Abyssinian
-3.2839741794303623,-0.7824313572692783,-0.10176952747520224,wheaten
-1.137253792827403,-0.2743505923442604,0.06134806145524474,Persian
1.1818214680772665,1.1126515341488892,-0.7750504880516399,wheaten
-1.1976947513184466,1.4433701304751594,-1.21187877520743,leonberger
-0.7843266124127737,1.8994639581465194,0.19585222528488505,leonberger
-1.2299004636244115,0.5343171843008205,-0.4764786574974491,Persian
2.1786484436566007,-0.8867879424629875,0.9387587063461349,wheaten
0.3200031263574367,0.216156543165667,0.02837563959964699,Persian
1.4115176716429754,0.34284614012174147,-0.07350351391373876,leonberger
-1.185037281503524,-1.4445471281858318,-0.6152301794725373,Persian
-1.7224185965049763,-0.8622094925783839,0.3724870500638231,Abyssinian
0.9365817570366789,-0.482428024891658,0.12148185132352615,wheaten
-0.2555916303403868,0.7177407991970358,-0.1186977947682973,wheaten
0.4268133711008875,-1.1134300465551281,0.6029342724550071,wheaten
-0.3119157531213346,-1.5334856232157266,0.5062363882589055,wheaten
0.07384364792800699,-0.8561357628724768,1.2711536609665077,Abyssinian
-1.572415969942243,-0.3879781949349809,0.7756593246654054,leonberger
-0.6159840359972976,-0.7851425303472046,0.9955023250893571,wheaten
-1.2568456991307055,0.17767931832738115,-0.42268259911617323,wheaten
1.0384118946471488,-0.026503896819505723,-0.19054850013060992,Abyssinian
-0.44223614172443426,0.1249878611900086,0.33743192333049515,leonberger
-1.139455124713652,0.45372976348912053,0.20540798320739423,Persian
1.2792118084377473,0.42240101837024413,1.0590537274328982,Abyssinian
0.6714957472853399,-1.1710722441983912,-0.8208398362240017,Persian
1.1428326738867225,-1.7091317949216303,-2.3499042972160007,Abyssinian
0.24058499172445771,1.0101409471455367,1.4194754076060851,wheaten
-0.317236475261255,-0.8043686443082997,0.4025602197662108,leonberger
-0.5964953976663588,0.5584872387414745,-1.1396533057272626,wheaten
-0.5402254797918844,1.007160294470365,-0.6456717068215312,wheaten
0.9808014800201175,1.2618810174845938,1.0248176947586662,wheaten
1.0222084444443498,0.6773324318574212,0.4280078736523771,Persian
1.88493968914863,-0.8196984618803578,0.5438916432330466,wheaten
-0.16485342895013122,0.43933865426609026,0.1613262454903476,Persian
-1.6659715368230645,1.0012001031690332,-1.0930424935907506,wheaten
0.28019310310902684,-0.2285718660459337,0.24784303759706358,Abyssinian
-1.0139588369704264,-1.2876836383149013,1.566738406745297,Abyssinian
-1.1554640827303482,0.3717285633556386,0.41341575863471086,leonberger
-0.08696503868340094,-1.6797242418286986,-0.4411186426676086,Persian
1.06094693215356,-0.16408619939255542,1.1651545430140822,leonberger
0.759586435243842,0.31120038109490417,-1.0131392131296189,Persian
1.2421927915012874,-1.3902765709057359,-0.35972236727530815,leonberger
-1.2789434109144626,0.5618194551782564,2.3586072699717797,Persian
0.6118035563946812,1.8148268716710196,0.7781460093442092,Persian
0.0998589610447437,0.7172239712699037,-2.307547928793033,leonberger
1.9317782210750876,-1.4592620942532601,2.4142810589429318,Abyssinian
0.45962392274388886,0.5703710952570252,0.6121608275575925,wheaten
0.16860816368024267,-0.024039443466481333,-0.8677134977101035,leonberger
