pca_0,pca_1,pca_2,classe
-0.8253081226978201,-0.10514471402984711,-1.4469502020196805,wheaten
0.8054491530331924,1.022143148784426,-0.455926176974892,leonberger
0.1311280240619705,0.0007851285006457654,-0.5865175730342146,Abyssinian
1.2027922896056213,-2.237341343623002,0.43667268083835264,Abyssinian
1.0192356630238097,0.8608228530326278,0.41025264694698244,leonberger
-0.9166228261166983,0.04868711796854212,0.39967042887677234,wheaten
-1.6659715368230679,1.0012001031690259,-1.093042493590744,wheaten
-0.4958297627580365,0.2968798333270826,0.5545451576042429,wheaten
0.5311949825479121,-0.8329432317138099,-0.8973166862247097,wheaten
0.89902282914639,1.0099784966078567,1.145649646341319,Persian
0.424876199457792,-1.2606062809822856,0.3311770742752302,Abyssinian
1.1456671666376401,-0.4070704714194289,-0.9542469367971597,Persian
-0.1444004575023308,0.5903903801859601,0.09632570424753102,leonberger
0.16807862349827182,-0.8232956530636564,0.6555147928078368,wheaten
0.17432634074365214,-0.23719200655749126,-0.3692981044142434,wheaten
-0.6464232530446591,0.41020400185930617,-0.8909323991898573,wheaten
-0.051671831911303964,-0.16789447686819206,0.270290412051229,wheaten
-1.2222624317099,-0.9049070676129859,0.661708418311117,Abyssinian
-1.4478928428756053,0.8724608666257402,0.3355806523653569,Persian
-0.44223614172443415,0.12498786119000915,0.3374319233304859,leonberger
1.8329426248835048,-0.9760033663113361,0.3027068790423308,Abyssinian
-0.7161455251546925,-0.08629964585064609,0.5219752838425488,Persian
-0.735765360788538,1.0890640354207226,-0.6860300759438508,wheaten
1.2421927915012874,-1.390276570905736,-0.3597223672753083,leonberger
0.4478266484707327,0.48022890386158357,0.6447449902776192,wheaten
-0.18686610818005125,0.18306853739889087,1.4296737005150568,Abyssinian
0.6024224442721557,-0.41274954390870455,-1.108854112533609,Persian
0.9826313215651652,0.9201091777459579,1.4335132019232826,leonberger
0.04768870923987923,0.6493919581213737,0.8728787907958493,leonberger
0.8702200943392853,-1.7502409911376584,1.5087864231849024,Abyssinian
0.9494664849139005,0.05485038604225539,-1.3814989244528482,Abyssinian
0.7858951327747147,-1.1608097008681515,-1.545867186397282,wheaten
-0.17011452492524531,0.14714594543968793,-0.22978912616739397,Persian
-1.677463665860689,1.238201034269325,0.037786855972907686,leonberger
-2.997343188600018,0.07145930430102419,-0.2886087618027891,Persian
0.1393047712936494,-1.0356625864729856,-0.5410039718142566,Persian
0.3768102546533821,0.5490291485347294,0.5788965410581077,leonberger
0.1741324241084196,-2.1540349287405167,-0.6315394179410412,Abyssinian
0.6101262242441394,1.4957686917966797,-0.2381978686761562,Persian
-0.615984035997296,-0.7851425303471988,0.9955023250893473,wheaten
0.012597895718580917,-0.644822835899625,-0.5604228295294255,Abyssinian
0.4178562961534904,0.5343767151621656,1.0813457506835102,Abyssinian
-2.0645472776914495,0.8508418221979209,0.05354267758431451,leonberger
-0.1276680204119139,-0.05853188224272351,2.334833984911758,Abyssinian
0.9824615195509644,-0.5197484279620702,-1.1346350178514688,leonberger
0.49831472221220896,-0.11079126743386326,0.6752039790783039,wheaten
0.26924536290105217,-1.2936611720948519,0.5618939047523982,Abyssinian
-0.8260329794333514,1.177648633410021,-0.9140970637407178,leonberger
-0.19185254423532352,-1.4440480889172487,-0.3490633088263682,Persian
1.3195184889010034,-0.8330992419966831,-0.7604796717290502,Abyssinian
0.28168819387988603,-0.10401285889773915,-0.8545567970651665,Abyssinian
2.084691676403867,-0.41106230927720944,-1.0608603294211696,Abyssinian
-0.2873353743531096,-0.470000861538647,-1.2051647206312828,wheaten
-0.3200807968886626,-0.6158762836435633,1.8330071855560905,wheaten
1.0609469321535603,-0.16408619939255642,1.1651545430140868,leonberger
-0.6157833454112199,0.17622565152849928,-2.6568355931694807,Abyssinian
0.8288081498162763,0.6683059179319975,0.808631730047338,Persian
0.6855391516732482,0.14923060271673166,0.20610402444026382,wheaten
1.6344965822266992,0.07801845290373013,0.17087018561193076,wheaten
0.5524014301735604,-0.7110152078488581,-1.7737923669540816,leonberger
0.6080533042758403,0.29859375047767434,0.06470292460753407,leonberger
-1.0442205240497062,-0.6459448873723072,-0.5839063183045039,Persian
0.36835285757313774,0.18461012192534743,-2.2864879533237534,wheaten
-1.2389449345766559,1.8596401084322973,-0.6042095990967925,wheaten
0.7102110482919479,1.2334944745486063,-1.0678991865671132,Persian
-0.37266653057816035,-1.3845954719633842,0.31376206305061527,leonberger
0.9897485357196723,-0.8804873200327693,-0.5759045880843399,Abyssinian
-0.944829600914968,-1.1043628608937643,-0.09015152434309472,Abyssinian
0.3272575417419869,0.9471269162605586,-0.8388221038161268,leonberger
0.5762529232103354,0.6863974670951206,-1.4879575164011603,Persian
-1.2299004636244126,0.5343171843008218,-0.4764786574974658,Persian
1.4494134680658084,-2.229687406920585,-0.8094690763011104,Abyssinian
-0.5063627871294177,0.27862806743309393,-1.2176546832849422,Persian
0.9680559135163694,0.4776763838254765,-0.237360853352749,Persian
0.5484437789347365,0.05520647559404611,2.6047047912964882,Abyssinian
0.23316637486567054,-0.9162720597104587,0.884386323303669,wheaten
1.7269800257048868,0.6793766658141862,-0.2503400863086771,leonberger
-0.3817543246810176,-0.01900940678161057,3.293944551286663,Abyssinian
-1.6270011375272715,1.0560326610305841,-1.0800585982688722,Persian
-0.12706779669777532,0.9223501555618037,-1.5265917069248078,wheaten
-0.043364359330341266,0.09303729301017465,-0.7114340865869642,leonberger
-0.14349955831829297,-0.6598535153375468,-1.1952820794759027,leonberger
-0.8213365316309547,0.07495610716323638,-0.5023614482943938,Persian
-0.04244673711442414,0.10786307551546297,-0.6712016122820471,Persian
1.8664310559585826,-0.659132084925328,0.507969974217869,leonberger
-0.2526277910790885,-1.7501402085242121,-1.7413838663037313,leonberger
-1.8450827993392265,0.25761060787234935,-0.04816240601391858,leonberger
-1.040284867758281,0.1721506465368263,1.665050586699108,leonberger
-0.5063417448183798,1.9053656657981837,-0.35725076731984795,wheaten
-0.17848533341496672,-0.11641214657823985,0.9387394940466097,wheaten
0.2562653259485344,0.5774578663196317,0.35275465350241414,Abyssinian
0.2405849917244595,1.0101409471455405,1.4194754076060674,wheaten
-0.5661500272655864,-0.13208087113068132,1.1447031416368594,leonberger
-1.5609888170365607,-1.3053946115864659,-0.33134153049305193,Abyssinian
1.1640849963466728,1.308381515073868,0.6978818000653323,leonberger
-0.8373588986712358,0.732507648925234,0.33883336602550534,Abyssinian
0.011982408118758123,-0.7202033179719974,0.2221476749171335,Persian
-1.1963935400681018,-1.5188857531548845,1.603765331356178,leonberger
