pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,classe
-2.128081787116537,1.4536362394452356,0.4328154289072788,1.367054265023066,-0.3683248474654873,0.1982303946883106,0.4896890516920905,0.6033412337322442,0.729356244082025,-0.782134094902792,0.47380098918337715,1.083108220003766,0.6330596264367477,-1.272336799175734,Abyssinian
-3.25912670335852,0.15972613793959903,-0.8233016912200412,-1.6875105963723642,1.4284539855495415,0.6615001404204157,-0.11599708001034441,0.7684300287984497,0.6436357486447177,-0.8899388384118944,0.9405916164346441,-0.5383210464427395,1.710199100902486,0.43114435653548927,wheaten
-0.9463010353861165,0.21090456950460398,0.313009258450457,0.38600736007527486,-0.6109843462126099,0.4436716690240616,-0.5394578897485374,-0.2840203226627443,1.6613756884686817,-0.6013881655111679,-0.5364661552350324,0.38362314479761545,-0.837227306678031,-0.5641280316716515,Persian
1.3397021577093844,-1.138466258166729,0.05996028025282624,-1.066835626631373,-0.6367776486276374,-0.7698067472128443,-0.19588621198581121,-0.08020990898064671,1.3742043003408946,-0.5586672397574945,-0.675248993508223,0.354779120285753,0.06301811913013734,-0.02244705334194114,wheaten
-1.3305702897279374,0.205865053777457,1.8619919144791317,-1.5084659774837066,1.3257860777472321,-0.9871588248894436,-0.3406137628096292,0.033960419424769364,-0.8481662376355399,0.08299013910479326,2.044153018171198,-0.0388399664045144,-1.0190955111718962,0.2835277998607535,leonberger
-0.5402889362228341,-1.7494392435545503,0.959823266593075,-0.00607658562343034,0.13654491143358816,-0.901914512808569,0.20610479021185002,-0.19303391850767304,1.0833272845537423,-0.5083018202174527,-0.20058996559631379,-0.8266392510740596,-0.522423112544103,-0.2467160453898354,leonberger
-0.8737589500619541,1.0032456369617078,1.456751791313241,0.23133105489793176,-0.7202337804742053,-0.005164629686554273,-2.2302877272908,3.526959980477569,1.3704366787688176,-0.458800898050362,-2.0582580882232198,0.5499251675848502,0.03740331147362607,-1.2917791851571154,Persian
1.885681642468827,-0.09331177552195388,-2.1402153738092142,-0.23431396923915385,0.8942494903282415,0.6409004246623771,-0.6743697645047704,-0.5328950767203382,0.09144145036743827,0.7946839362088823,-1.0414669548803293,-0.2017101179499913,1.7869708923563623,-0.9273516041569249,wheaten
0.3118481583208581,-0.08992085390159878,-0.10584924071786661,0.9479321743694316,-1.3162749215100291,-0.08991653144727879,-0.445839612053813,-0.3028973724564389,0.2696460750369727,1.2465101347407002,0.41130482822264347,0.20176947180453686,-0.12910535707660578,-0.19998114371790462,Persian
1.361370831956417,0.5976366262292546,0.720941541166363,0.13222411234713155,1.1016377000685396,-0.3526022653759715,0.06739850563596972,-0.7705650318675852,-0.9887834127399083,1.8000841630931814,-0.29402581616336126,0.7714926023830194,-1.7074705322210804,-0.022466192558972062,leonberger
-1.2170016634131378,1.4737740292673422,-0.46913246543298376,0.12219386673652034,-0.8032838093679975,0.5106495503997196,0.1800638645299456,-0.1677038398638304,2.098785920850582,0.10235975892429311,0.3396382096763193,0.3671925852780173,-1.183109719128615,0.12369397807685709,Persian
-1.708183542281641,1.05541885930976,0.8504228885010031,0.11843216559424621,1.7448066566659175,0.05236967227155123,0.6848490903428895,0.8159125758432934,1.9294821525625565,0.5569943724034064,-0.0780289874952587,0.24163773533927319,-0.7348164752326093,-0.6825660240354411,Abyssinian
0.8518683160594216,-0.28263129091021216,-0.21709440195782934,0.4116613797018283,0.6482374222062391,-1.356773673566524,0.5727457444324409,-2.3736300386687756,0.9105651138772822,-1.4545433914639971,-1.372302128125884,1.875558119466586,1.5244602886394918,0.07053763029524586,wheaten
-0.3177530318830748,-1.1105888164943938,-0.10929583514756169,-0.3469530289978062,-0.5532228074383636,-0.20952441012222006,2.8316370746849278,0.1758832879595081,0.009644572529494456,0.7445267129586928,0.6590463928700138,-1.3641656782005094,0.3249984693616688,-0.13870828070040073,wheaten
-0.08285651592999,0.6807529164278127,-2.302209635573328,0.07454989988560343,-0.279065072263073,-1.1726059081968854,-0.28969591011468965,-0.49860179551036216,0.867051336131608,-0.08956919941074121,1.7394513204487827,1.6214892197443633,1.2230763072182937,2.079350748840528,wheaten
-0.31607319716308435,1.1455223502274983,-1.1728450124240144,1.2190368744967677,0.05376345638148598,0.10229029310468853,-0.008579303555155413,-1.755363778450312,1.3581674853257482,-0.7282471170846055,0.7833597862005991,0.13982848705544101,0.7137455329779747,-1.3379201617236798,wheaten
0.2653301032089534,-0.5059793045596337,-2.125183755626648,-0.6321526721132045,2.1068325563451453,1.8662096726467858,0.5729356901017417,0.3026383177326834,0.7168796164274154,0.6285670322189467,0.9140910481287293,0.8258802564284525,-1.001486968626356,0.01766178092778709,Abyssinian
-1.544676204874153,-0.45724724239807457,-0.21009285258259203,0.5218039949810171,0.7614601046159412,0.49580963800206573,0.5560126891020828,-0.11357209814818604,1.027045191412911,0.44474848414640666,0.8369048132590143,0.36064496806427254,-1.0183767189996402,-0.5874182717239965,leonberger
-0.7143639692954675,0.4174841756541713,-0.7707300186233884,0.6582778236257304,-0.1356989947815964,0.5140455469255264,-1.528495220813313,-0.12435020035361272,-0.9647682979585773,-1.5469784867216867,1.0399155341695778,-1.4985571841239198,-2.062403757711187,0.7294788618027055,wheaten
-1.335864241194867,-0.8603301013967551,-0.1905522842456816,-0.8457288561860591,-0.05458688181254565,0.7809851758432417,-0.07823631617878055,0.3380508234751754,-0.5027799505419611,-0.663844157594778,-0.48823230076822716,-0.3315597119803055,-0.4396065118598344,-0.020620434046077322,wheaten
1.0035136995530227,0.815789795838154,0.8410159845916705,-0.721668373319759,0.7236509254659786,1.0003286765572876,-0.4342162302295494,2.5589510967291895,-1.4563440746379621,0.3998112715806787,-1.397245639031143,-0.518725874658338,1.440844837996174,0.8158135991298613,Abyssinian
-0.6129771088999216,-0.6807647972941455,-0.45062616355510127,0.21317337694657687,-0.5947186562916853,0.972660725683278,-0.6553385415280134,-0.3517758262029018,-0.7442354802017173,-0.06628038106752313,1.3542045051306075,1.0253420699354643,0.5233426604731516,-1.0493605026646786,leonberger
-1.411101100311143,-0.6952202059473057,-0.8454700090724211,-0.4729804442576663,0.834121230117328,-0.15236086047706335,-1.0439356194861922,-0.3798011197621719,0.23736544219271907,-0.2426551975036311,0.904626496334685,-0.19038297207057012,0.18120302153746717,0.5304789230534416,Persian
1.5804049951575858,-0.6628840842402212,0.8745477101968473,0.8890351286238273,0.9526147994890686,1.6895287267335024,-0.45626883226718956,0.8564944814090798,-0.32445015022618384,-0.342576384247315,-0.16732574559814506,-0.2878714574938078,0.6697244035083971,-1.3427946846957985,Abyssinian
