pca_0,pca_1,pca_2,pca_3,pca_4,classe
-2.151612237732678,-1.0397803601979652,0.44626738982557335,-0.2689557636254356,-1.687145239687593,Abyssinian
-3.2839741794303623,-0.7824313572692783,-0.10176952747520224,0.41318962962942224,2.005991633197808,wheaten
-1.137253792827403,-0.2743505923442604,0.06134806145524474,-0.06691642495032545,-0.7876291250227666,Persian
1.1818214680772665,1.1126515341488892,-0.7750504880516399,0.2610070209085671,0.23885478324989665,wheaten
-1.1976947513184466,1.4433701304751594,-1.21187877520743,1.4566013888160623,-0.24251267125936568,leonberger
-0.7843266124127737,1.8994639581465194,0.19585222528488505,0.5614540207276245,-0.08921528442092386,leonberger
-1.2299004636244115,0.5343171843008205,-0.4764786574974491,-0.8436022255449542,-1.4835630062607668,Persian
2.1786484436566007,-0.8867879424629875,0.9387587063461349,-0.33384685661617625,1.1653793051023411,wheaten
0.3200031263574367,0.216156543165667,0.02837563959964699,-0.9274051493770481,-0.974681869528732,Persian
1.4115176716429754,0.34284614012174147,-0.07350351391373876,0.33959574694223926,-0.03248540161363784,leonberger
-1.185037281503524,-1.4445471281858318,-0.6152301794725373,-0.1880199012581938,-0.5363454569892265,Persian
-1.7224185965049763,-0.8622094925783839,0.3724870500638231,1.2590769944771611,-0.7859913829584022,Abyssinian
0.9365817570366789,-0.482428024891658,0.12148185132352615,1.4280862635416882,0.11516596361956241,wheaten
-0.2555916303403868,0.7177407991970358,-0.1186977947682973,0.05050612844428025,0.7234252123667698,wheaten
0.4268133711008875,-1.1134300465551281,0.6029342724550071,-1.0514437362444056,0.9482112424820911,wheaten
-0.3119157531213346,-1.5334856232157266,0.5062363882589055,0.4877258356920054,-0.387647678996354,wheaten
0.07384364792800699,-0.8561357628724768,1.2711536609665077,1.2320022241174977,2.3411000898850594,Abyssinian
-1.572415969942243,-0.3879781949349809,0.7756593246654054,0.8996092576439723,0.023809623678955758,leonberger
-0.6159840359972976,-0.7851425303472046,0.9955023250893571,-1.0059413683597076,-0.004335944986558616,wheaten
-1.2568456991307055,0.17767931832738115,-0.42268259911617323,0.28523065457782587,1.2099889713186947,wheaten
1.0384118946471488,-0.026503896819505723,-0.19054850013060992,0.12072486463341134,0.0708041331346381,Abyssinian
-0.44223614172443426,0.1249878611900086,0.33743192333049515,-0.29683523326547345,-0.49683681298500526,leonberger
-1.139455124713652,0.45372976348912053,0.20540798320739423,0.5417501568127742,0.8966383927293169,Persian
1.2792118084377473,0.42240101837024413,1.0590537274328982,0.8925182431381101,-1.3122022488038452,Abyssinian
0.6714957472853399,-1.1710722441983912,-0.8208398362240017,-1.9466601862340327,-1.2207195534645967,Persian
1.1428326738867225,-1.7091317949216303,-2.3499042972160007,0.38982613337434274,0.6574794127755071,Abyssinian
0.24058499172445771,1.0101409471455367,1.4194754076060851,-0.9115473638317826,-0.32580271176318165,wheaten
-0.317236475261255,-0.8043686443082997,0.4025602197662108,0.33910591563947967,0.9030551925297071,leonberger
-0.5964953976663588,0.5584872387414745,-1.1396533057272626,-0.21539881297296706,-0.16903062584023196,wheaten
-0.5402254797918844,1.007160294470365,-0.6456717068215312,1.298840150752834,-0.8479018001140033,wheaten
0.9808014800201175,1.2618810174845938,1.0248176947586662,0.4297531137316422,0.7196951818048002,wheaten
1.0222084444443498,0.6773324318574212,0.4280078736523771,-0.10967607380397652,-0.012105735952816235,Persian
1.88493968914863,-0.8196984618803578,0.5438916432330466,-0.6635324386326799,-0.5173186313642146,wheaten
-0.16485342895013122,0.43933865426609026,0.1613262454903476,-0.24799401021806342,-0.17744958100764513,Persian
-1.6659715368230645,1.0012001031690332,-1.0930424935907506,0.915552723832298,0.041043124668649816,wheaten
0.28019310310902684,-0.2285718660459337,0.24784303759706358,0.9049788559942827,-0.22243666951511948,Abyssinian
-1.0139588369704264,-1.2876836383149013,1.566738406745297,0.952176482524229,0.3743979195655774,Abyssinian
-1.1554640827303482,0.3717285633556386,0.41341575863471086,-0.5083655919429461,1.0524970403974419,leonberger
-0.08696503868340094,-1.6797242418286986,-0.4411186426676086,-0.41378101397318545,-0.4090685566147803,Persian
1.06094693215356,-0.16408619939255542,1.1651545430140822,0.7670184011035645,0.31482943442873446,leonberger
0.759586435243842,0.31120038109490417,-1.0131392131296189,2.4921432225279654,-1.2379866961067825,Persian
1.2421927915012874,-1.3902765709057359,-0.35972236727530815,0.057424712269345334,-0.4602943666965789,leonberger
-1.2789434109144626,0.5618194551782564,2.3586072699717797,0.0858624071345353,0.4846631488854357,Persian
0.6118035563946812,1.8148268716710196,0.7781460093442092,-0.17386487913362822,-0.3863023106611455,Persian
0.0998589610447437,0.7172239712699037,-2.307547928793033,-0.4637263424905589,-0.7752314596621653,leonberger
1.9317782210750876,-1.4592620942532601,2.4142810589429318,1.749203389205362,-1.1367283601907126,Abyssinian
0.45962392274388886,0.5703710952570252,0.6121608275575925,-1.2631029558662683,-1.4193225245963452,wheaten
0.16860816368024267,-0.024039443466481333,-0.8677134977101035,-1.373185770084578,0.2896298555296019,leonberger
0.25134202977882303,-1.0751363150197732,0.2909819392696061,-0.6599197369401183,0.13010078312365694,Abyssinian
-0.07390290120368487,0.6174793922072509,-1.1410316229704673,-0.10327238301518613,0.7683511544328925,leonberger
0.5260062860202448,0.5301398153170941,2.1324447071471604,-1.133619970893918,1.5226994093748525,leonberger
-0.24217032594099064,1.3047060421688772,-1.0144907772391274,0.36666691420470726,-1.4914030776983072,Persian
0.37246561799789196,0.21362128336959285,-0.08478897031649908,-0.090557424637078,1.74779403188091,Abyssinian
0.7108880911935312,0.5997013260430083,1.4396772173229169,-1.7135554834754056,0.2990666283757962,wheaten
0.4979660281192647,-0.4359851197795734,-1.7813654442093725,-0.013796945570013338,0.8526990462278428,wheaten
-0.8229258941777474,1.1768717153546029,-0.913198330361222,0.12829381635537515,0.08924291840701003,leonberger
-0.6149979867682497,0.46656020775167245,1.3786061861373982,-1.0465514143323722,0.2679503163281223,leonberger
0.41817475078052896,-0.1040804334424721,0.43817041353165537,-1.3301792381796964,-1.40784033050547,wheaten
-0.07896736177344638,1.5578733683184158,1.3211900494775592,-1.2398650397761268,-0.33450136314735646,Abyssinian
-0.4248976074650037,0.20474124202428914,-0.5292057057933982,-0.8664969523990637,-1.6533381169163068,Persian
1.1753853580854403,0.47573546536566597,-0.4001443329515511,0.8532214044533659,-0.9796396136784146,wheaten
0.4862195224322975,0.814537321145501,1.2511030441590563,0.08027584946475881,0.4836981579108259,wheaten
1.138074142359999,1.6222784728710797,-0.4870836657105851,-1.162099327314107,-0.31048408036089176,leonberger
