pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,classe
-2.128081787116537,1.4536362394452356,0.4328154289072788,1.367054265023066,-0.3683248474654873,0.1982303946883106,0.4896890516920905,0.6033412337322442,0.729356244082025,-0.782134094902792,0.47380098918337715,1.083108220003766,0.6330596264367477,-1.272336799175734,0.7900318543605984,-0.5827670057660738,0.42540985435735823,-0.4431407607203216,0.7688123596861589,Abyssinian
-3.25912670335852,0.15972613793959903,-0.8233016912200412,-1.6875105963723642,1.4284539855495415,0.6615001404204157,-0.11599708001034441,0.7684300287984497,0.6436357486447177,-0.8899388384118944,0.9405916164346441,-0.5383210464427395,1.710199100902486,0.43114435653548927,0.2218935389447327,1.4264700376005883,-0.06786639622162564,-0.9896119541482195,0.21066024071048103,wheaten
-0.9463010353861165,0.21090456950460398,0.313009258450457,0.38600736007527486,-0.6109843462126099,0.4436716690240616,-0.5394578897485374,-0.2840203226627443,1.6613756884686817,-0.6013881655111679,-0.5364661552350324,0.38362314479761545,-0.837227306678031,-0.5641280316716515,0.587430110062712,0.40096121138472024,-0.8124280793085393,0.528328307277379,-0.9787201655214034,Persian
1.3397021577093844,-1.138466258166729,0.05996028025282624,-1.066835626631373,-0.6367776486276374,-0.7698067472128443,-0.19588621198581121,-0.08020990898064671,1.3742043003408946,-0.5586672397574945,-0.675248993508223,0.354779120285753,0.06301811913013734,-0.02244705334194114,0.1945797014952612,0.11473820392614777,-1.1236803807410343,0.7276203666329418,-0.6664929196345272,wheaten
-1.3305702897279374,0.205865053777457,1.8619919144791317,-1.5084659774837066,1.3257860777472321,-0.9871588248894436,-0.3406137628096292,0.033960419424769364,-0.8481662376355399,0.08299013910479326,2.044153018171198,-0.0388399664045144,-1.0190955111718962,0.2835277998607535,-0.6330601133592274,1.169992880140304,-1.7088401541245026,-0.5975406387948978,-0.13385791835492544,leonberger
-0.5402889362228341,-1.7494392435545503,0.959823266593075,-0.00607658562343034,0.13654491143358816,-0.901914512808569,0.20610479021185002,-0.19303391850767304,1.0833272845537423,-0.5083018202174527,-0.20058996559631379,-0.8266392510740596,-0.522423112544103,-0.2467160453898354,-0.6809291895366597,1.486297211802923,0.7694501706832785,-0.6671358966313768,0.31577687447852393,leonberger
-0.8737589500619541,1.0032456369617078,1.456751791313241,0.23133105489793176,-0.7202337804742053,-0.005164629686554273,-2.2302877272908,3.526959980477569,1.3704366787688176,-0.458800898050362,-2.0582580882232198,0.5499251675848502,0.03740331147362607,-1.2917791851571154,1.0083453935853124,-1.8500614634115717,-1.398357226589639,0.8885524337500796,-0.9424730525503493,Persian
1.885681642468827,-0.09331177552195388,-2.1402153738092142,-0.23431396923915385,0.8942494903282415,0.6409004246623771,-0.6743697645047704,-0.5328950767203382,0.09144145036743827,0.7946839362088823,-1.0414669548803293,-0.2017101179499913,1.7869708923563623,-0.9273516041569249,1.7976777626876128,-0.11437445292514163,-0.3816011993706628,0.7161509038168319,-0.9219162773294258,wheaten
0.3118481583208581,-0.08992085390159878,-0.10584924071786661,0.9479321743694316,-1.3162749215100291,-0.08991653144727879,-0.445839612053813,-0.3028973724564389,0.2696460750369727,1.2465101347407002,0.41130482822264347,0.20176947180453686,-0.12910535707660578,-0.19998114371790462,0.08612143477086638,0.41989180673913007,-0.8637310163579592,0.3285848991994621,-0.8743292240649796,Persian
1.361370831956417,0.5976366262292546,0.720941541166363,0.13222411234713155,1.1016377000685396,-0.3526022653759715,0.06739850563596972,-0.7705650318675852,-0.9887834127399083,1.8000841630931814,-0.29402581616336126,0.7714926023830194,-1.7074705322210804,-0.022466192558972062,-0.7415952502141734,2.589270662781152,1.1590561688288457,0.05840531096161525,1.106200320346938,leonberger
