pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,classe
-1.163950614874257,0.042575995248081706,0.3826598654608099,1.820479891009478,1.5659652115386553,-0.15296022433005227,-1.274020657490384,0.6774597346715708,2.1263690537382534,-2.070689525588016,0.8515257817081359,0.21066760718486832,0.3573733385426672,-0.21328011906147476,0.7018813549327989,1.3736420048735114,-1.726907720151593,-1.9903243456484505,2.1691622835594875,1.3002784141456172,0.6444306309040004,-1.3638579833915834,0.1670975934348863,0.1841778486587576,2.1822085092027725,-0.28053563221126904,beagle
2.045342384930587,1.7375062678584487,0.09341876788463763,0.47231672769430977,1.8251848522101766,1.198255363304271,-1.503051165622597,1.7582050246637755,0.10090242880717627,1.8844002813093783,-0.7958945982520241,-0.9671670390778881,0.581055219510143,-2.0706462205191625,-1.158223647086205,0.5051339791640872,0.7546902755271384,-0.76025831741944,-0.3826619409040367,1.4758512625182811,-0.8077683784222607,-0.8632145483934306,0.01802426462358499,-0.6058361733833215,0.5703659636052466,0.7500599823487606,Siamese
-0.5584956398708202,-0.672746336726819,-0.29461369498914797,-1.2699477323984485,-0.9307722345623546,-0.8194802723326252,0.10051031469296044,-0.9109922131688963,1.406969023094699,-0.36165183179496224,1.488998281126208,0.5402874145525318,2.2753110804515146,1.1727302523509981,1.1246906244106394,0.6417946508373755,-0.5029409605715222,0.37421128332900966,-1.0749102163091397,0.08152319102944634,-0.9472341766487642,-0.4832572904907771,0.08699950794786052,0.8744593389907626,0.2760329268141868,1.239808304893136,Siamese
0.63878557653515,0.7657181917616899,-0.46241682069295365,1.0289807430657196,1.5003889860204433,-1.1872660960308743,2.1538233143605905,-0.1950635858599682,-0.4174831891556643,-1.5714858162925762,0.6325213893264335,0.4299378327128852,0.3682371192519432,2.767058509787691,-1.2440914082752597,0.661423796044262,0.23058368094698717,-1.4130327827962013,-0.4999459026198634,-1.9166487879406056,1.750096272058569,0.32741462786502273,2.1310158729108526,-0.4446267383516866,-0.4991559010189953,0.013251429571958486,Siamese
0.9708550948441487,-0.28349861111737895,-1.0635897458547088,0.9253728547635014,0.4909740124679922,-1.0398471540534322,-1.6462189468218724,-1.2083590125181591,-1.5976728901446904,1.7068063689406792,0.6967082851529847,1.1077661156808252,-0.6819872530204135,-1.1533377512726508,0.11110832985577586,-1.5059535518695852,-0.9870642431044859,-0.2682455480325473,-1.6937818397487807,-1.4643832895410527,-0.15243992073002277,-0.1031722385101241,-1.0023483297225055,-0.3064223284176922,0.21194793730114586,-0.18495421484918453,Siamese
-0.9483694853749822,-1.475950193481074,-0.22903997402342197,-0.5342511675013649,-1.4450081153269305,-0.591137362799112,0.1401792697730192,0.2053922269169301,0.9416799856259798,-0.2707710447928866,0.03161358249529757,0.3125223081574804,-0.2972013046835412,0.7596866864211793,-0.9860412953982757,0.6277083663442663,0.19640875450377357,-1.1169457850266353,0.7210684704905789,-0.6272223807041273,-0.6515736728840961,-1.4692175928256097,0.5897465639252261,-0.2827327672539235,0.43628421754797975,-0.5912961770658616,Siamese
-1.3423543453275717,1.0452749628892601,0.9956454473187715,-1.1924653196816992,0.015323493142312655,-0.4378881333278118,-2.442763274118774,0.29941698814582196,-0.29005497474358544,0.166042057029003,-0.13484082762050534,1.0191973155298704,-0.07342187838050779,1.0426588502412026,1.6094003497251177,1.3294905380672013,-0.5582244842776298,0.5002206016638823,0.5219731308598232,0.5627767814396991,-1.3852524578613337,0.44329646734547057,1.219435179277002,0.1474528045021052,-1.0787326464941636,-0.4550908704888256,Siamese
0.38651661523576,-0.5242767048644011,0.5894615088342484,-0.6405108140288654,-1.0144868690930278,-0.5362468107777361,-0.042902843454734496,0.42004186027466434,0.3583574164982817,0.2106398455884109,1.4020248412125755,0.16604939780300823,-0.7884545601573348,-0.4944948371399017,-0.22316312986754824,0.9290477935605961,-1.4886127237212377,-0.28287857647150666,0.6058135812960443,-0.24374843197855747,0.21574343530770354,-0.9921195963404099,-0.13038705558623265,-0.5285246199116677,1.0090595728634077,0.9805994598597346,Siamese
0.4641731089602412,-1.4409531286130521,0.3108769329126883,1.2862161064144029,0.22832529054537448,1.7733804318106872,0.0608164529167483,1.0765592071299466,-0.6122575690956531,1.6070379341286034,0.4033021625814419,2.2691219598592847,-0.2282146658916768,-0.011765123863765457,-0.07395243509393297,-1.8190139471691666,-1.0253990517263845,0.8067471791228923,-0.6607834006143006,1.191944025164338,-0.7193742298638696,-0.47793541246699073,-1.3211513165825661,-0.6565584115656325,1.4169558603294303,-0.7064165128386704,Persian
0.38871461271901864,-1.3844152988668512,-1.7549532201393265,0.36564212433048626,2.0236859456464167,1.5070848366740748,-0.21221140123282572,-0.10428292906903337,-0.23363818885977217,1.2888973779692945,-0.339785017552536,1.5988003883392368,-0.28032609288910404,-0.7907712091687801,1.7376725150578602,-0.3208577264324339,-1.0259292968733162,-0.6005089435011389,-0.49920663027849393,2.211121915773204,1.2519195953033289,-1.0033943152394575,1.2306644447025628,0.7426150879755715,0.06715436436305137,1.052105861893162,Persian
