pca_0,pca_1,pca_2,pca_3,pca_4,classe
-0.8253081226978201,-0.10514471402984711,-1.4469502020196805,1.754525217719873,0.09439839057564747,wheaten
0.8054491530331924,1.022143148784426,-0.455926176974892,0.2086589033712491,1.2181282203670902,leonberger
0.1311280240619705,0.0007851285006457654,-0.5865175730342146,0.7716219028132996,-1.348502749782575,Abyssinian
1.2027922896056213,-2.237341343623002,0.43667268083835264,-1.4376887019644529,-0.7236441242982721,Abyssinian
1.0192356630238097,0.8608228530326278,0.41025264694698244,-1.2693723922362796,-0.06028099601867521,leonberger
-0.9166228261166983,0.04868711796854212,0.39967042887677234,-0.31380881531491317,-0.10730558726617684,wheaten
-1.6659715368230679,1.0012001031690259,-1.093042493590744,0.9155527238323037,0.041043124668663715,wheaten
-0.4958297627580365,0.2968798333270826,0.5545451576042429,-0.843029743015006,0.7681510258517635,wheaten
0.5311949825479121,-0.8329432317138099,-0.8973166862247097,1.1598409627715194,-0.33459448078082915,wheaten
0.89902282914639,1.0099784966078567,1.145649646341319,-0.4603512631534414,-0.338116536647399,Persian
0.424876199457792,-1.2606062809822856,0.3311770742752302,0.21140936341975897,1.2512158091864702,Abyssinian
1.1456671666376401,-0.4070704714194289,-0.9542469367971597,0.8026861408299305,0.6718374726298687,Persian
-0.1444004575023308,0.5903903801859601,0.09632570424753102,-0.9553372947065145,-0.2523018341192267,leonberger
0.16807862349827182,-0.8232956530636564,0.6555147928078368,2.2477613732307553,0.5153709722473232,wheaten
0.17432634074365214,-0.23719200655749126,-0.3692981044142434,-0.7131466768795339,0.4071558776000563,wheaten
-0.6464232530446591,0.41020400185930617,-0.8909323991898573,-0.6214805928149933,1.8972111217087537,wheaten
-0.051671831911303964,-0.16789447686819206,0.270290412051229,-1.4033460883881492,-0.6889209560655987,wheaten
-1.2222624317099,-0.9049070676129859,0.661708418311117,0.08321832494273818,0.8892208349306511,Abyssinian
-1.4478928428756053,0.8724608666257402,0.3355806523653569,0.06439612695583732,-0.08259037533938869,Persian
-0.44223614172443415,0.12498786119000915,0.3374319233304859,-0.29683523326547806,-0.4968368129849994,leonberger
1.8329426248835048,-0.9760033663113361,0.3027068790423308,0.22581707350958286,-0.5828161168962525,Abyssinian
-0.7161455251546925,-0.08629964585064609,0.5219752838425488,0.1804125876882668,-0.31575823752783466,Persian
-0.735765360788538,1.0890640354207226,-0.6860300759438508,-0.975469065967498,0.12927796553200827,wheaten
1.2421927915012874,-1.390276570905736,-0.3597223672753083,0.05742471226934637,-0.4602943666965698,leonberger
0.4478266484707327,0.48022890386158357,0.6447449902776192,-1.4673625943637887,0.2102875895117626,wheaten
-0.18686610818005125,0.18306853739889087,1.4296737005150568,-1.3356160952365435,-1.6236813841322326,Abyssinian
0.6024224442721557,-0.41274954390870455,-1.108854112533609,0.9420901893639411,-1.521737923794623,Persian
0.9826313215651652,0.9201091777459579,1.4335132019232826,-0.7213488758077619,1.074140265248109,leonberger
0.04768870923987923,0.6493919581213737,0.8728787907958493,-0.5083379996273085,0.37374788853786667,leonberger
0.8702200943392853,-1.7502409911376584,1.5087864231849024,0.05549578284802816,1.9215474890446334,Abyssinian
