pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,classe
-0.8253081226978201,-0.10514471402984711,-1.4469502020196805,1.754525217719873,0.09439839057564747,0.2765623175558692,0.14263648539726342,1.1026667532979089,0.26654825859173015,-0.019911185108365256,wheaten
0.8054491530331924,1.022143148784426,-0.455926176974892,0.2086589033712491,1.2181282203670902,-0.9320460622099118,1.7392011287652076,-0.5242823701439709,-0.9342971799383211,-0.4066167130806967,leonberger
0.1311280240619705,0.0007851285006457654,-0.5865175730342146,0.7716219028132996,-1.348502749782575,-1.0697368801814986,-0.0032552998731952922,-0.5800514617553759,0.23914992923035805,-0.1346926744663828,Abyssinian
1.2027922896056213,-2.237341343623002,0.43667268083835264,-1.4376887019644529,-0.7236441242982721,-0.19689742419415715,1.371912741962859,-1.928329083488847,-0.1402484717545467,-2.0530070472197757,Abyssinian
1.0192356630238097,0.8608228530326278,0.41025264694698244,-1.2693723922362796,-0.06028099601867521,-0.5088949275180716,0.19322158341672063,0.4638604629268791,0.2212361384746744,0.25346355531796916,leonberger
-0.9166228261166983,0.04868711796854212,0.39967042887677234,-0.31380881531491317,-0.10730558726617684,0.06064230966641912,-0.48813314361968957,0.3229008629250888,1.1433009693274765,-0.6295308263046502,wheaten
-1.6659715368230679,1.0012001031690259,-1.093042493590744,0.9155527238323037,0.041043124668663715,0.2954334941515089,0.6544987948104812,1.2982049828352489,-1.1059327007612814,0.3288847663950529,wheaten
-0.4958297627580365,0.2968798333270826,0.5545451576042429,-0.843029743015006,0.7681510258517635,-0.16416826297727105,-0.6154096347028799,-0.26756709019893593,-0.5940864953384685,-0.8285361237790189,wheaten
0.5311949825479121,-0.8329432317138099,-0.8973166862247097,1.1598409627715194,-0.33459448078082915,0.03661312015900674,0.20251329703643156,0.10666253432806394,-0.46908518119091547,-0.08636404643207156,wheaten
0.89902282914639,1.0099784966078567,1.145649646341319,-0.4603512631534414,-0.338116536647399,0.4911718776816689,-0.19128760817127588,-0.7916994288067032,-0.05402208736354391,0.13286208954935194,Persian
0.424876199457792,-1.2606062809822856,0.3311770742752302,0.21140936341975897,1.2512158091864702,0.6621688162870515,1.5445889883386228,-0.01756748026162329,1.659549044756428,-0.767948465599576,Abyssinian
1.1456671666376401,-0.4070704714194289,-0.9542469367971597,0.8026861408299305,0.6718374726298687,0.3900209130112155,-1.1280969392017206,-0.8162538811873394,-1.1748590045247032,-1.5934827935531901,Persian
