pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,classe
-0.6448067631404688,-0.3181356989111658,1.2225744774635778,-1.0994686070037847,-0.013156476265138313,0.19926713697578105,0.4123498408018325,-1.2037955264306304,1.2302357423738157,-0.411468742954219,-0.2216370931041853,2.1436911991294463,0.3586344027545641,0.9718888315291005,0.955059263482438,-0.016972818244178185,0.010595617213850144,1.4058313649092975,-0.31713670886423195,-0.5674301460011254,1.081394500223551,1.5708872557627103,-0.6941368933463153,-0.9109270392817324,wheaten
0.31570686826426847,0.05039221312790272,-0.01939699285482789,-1.6307432410996743,1.1719531529873786,-1.8292414652605695,0.0682053014064459,0.37603986211724244,-1.1645802943220014,1.6249693404552457,0.9065722425678664,-0.625698445123401,-1.7442291704226998,0.10758753917408971,-0.4150071802789651,1.6132412185039964,2.2051777957534817,0.7192587377072249,0.7443984991257496,0.3227494617227093,-0.6030673009436696,-1.638410852046588,0.4878924682612834,-0.07928765995200442,leonberger
0.355440555807155,1.0695892600189836,1.2682745362870929,-0.27392705296569425,0.3361210696007114,-1.1277436260999945,0.3620209176403712,0.42868954178751734,-0.172125278226123,1.8632773850583593,0.1965552765069366,1.7336658911289244,-1.24565635609032,-1.3834068068082006,-0.16035086826206968,0.41729814925206843,-0.7963030139468676,0.14019812604741586,1.0670070667281877,-0.9162915966324192,-1.9208586864841604,1.0954467812388,-0.9147173875164921,-0.507207833605937,Abyssinian
1.2414313244868924,2.5541359527788043,-1.0256131518979015,0.9207749608835021,0.19353899037760455,-0.030955814154488163,0.09227629940679195,0.45938472179693324,-0.09962095400251374,-0.17655833307452531,1.2584902919613226,-0.8283236450799336,0.8836683299942469,1.9494207085274562,0.8158096783515277,-0.6794558519815047,-1.5370892399651952,-1.2968929555974258,-1.8669299657079743,0.8264264757811499,1.8358608446906377,-1.638711239969039,-0.2933532530052506,0.8338884691511068,Abyssinian
0.9611835307533733,-0.9738155511803974,-0.3212759867168864,0.780174314711968,-1.0227007790080633,-0.795198484927966,0.05390871014698635,0.5268768695854138,0.11900269509665413,-0.29072398316637826,-0.5530182644182761,-0.8267906209634707,-0.3951283217551309,-0.1412923525497984,0.6320056162718493,-0.21547669551171392,0.29986587662660336,-1.3813566799748307,-0.4481911024106552,0.11895359551407762,0.22048285410381407,0.11915229812029297,0.9452534645474265,-0.12182267313870015,leonberger
-0.7767291748003086,-0.9381976238199315,0.15027861994290728,0.5569675244628407,-0.38176793143952864,0.5183822385303289,-0.00801643977117977,0.29059056354657437,0.8383201694633049,0.05645647838562647,0.019517039968856814,0.2580622190695949,-0.19605240770345345,0.3424950087083876,0.7593433918351239,0.7918301997974581,1.085036311775507,1.080911839309393,-0.3252791126034874,0.37446201133840146,1.489663567500575,-0.4368983379222198,0.10299919376331729,-0.3526495743110326,wheaten
-1.490923016989219,-0.643145662334927,1.2903301076905778,-1.2152123894038616,-0.4637594182412813,-0.7566199222301144,0.06909983631743591,-0.7681964026662865,-0.5616053551777614,-0.530248390194481,0.25223988231519767,1.0581555525928825,0.8849292645514312,1.1344937010280547,0.32103836247217327,0.2615629231036545,0.07577399118717405,0.4090191741900138,0.7026256458185177,1.0906194273008967,0.9982250896111581,0.4003990165728359,0.6586427760573069,-0.6239486636668915,wheaten
-0.515623195840356,-0.6513648982815043,-0.96076568021012,0.40139076463055473,-0.7768832356496747,0.1365374280597738,0.9176100764341364,0.6005225121987361,-0.8985664581554295,-0.13305726960458192,0.2835575645941453,-0.24994351452029945,-0.3661367440566495,0.4077451135273586,-0.14746962025959767,0.15333968361724817,-0.5281824953184248,1.0868596828607215,-0.8027269356687097,0.026335330200540158,-0.19553197473885905,0.3643242698614849,-0.15398908142709541,-0.3957008076609607,wheaten
0.5958307513988017,0.915081214110463,0.008335951706439,-0.7077444145494983,-0.288325928594052,0.622797254197499,-0.10711752526621646,-1.3230750639043087,0.17162566587629696,-1.1068348709558447,-0.4496412229029592,0.21080814977064724,-1.666399525290795,-0.04218949216732624,-0.7334166283630369,0.2476984611236282,-0.29349713076969297,1.7147005416588,0.035533526902032715,-0.7734847544624478,0.6745586552283483,-1.5960782406242175,-0.3651238627504774,2.303103442623481,wheaten
1.0839327156017668,-1.173824785688658,0.44578506949776403,0.8552482100707794,-0.11006418357136225,0.07365291629031757,-0.28198016319422514,0.15085363387351253,-0.025144634245136733,0.5369391598281048,0.41713152649847435,0.2193924418324685,1.6365846788723246,1.4211807648398043,0.9180819933063877,0.2048173871499072,-0.12105431975431127,-0.1611038270970732,1.2032208895688377,-0.4822637931716662,0.1615797647429736,-0.5214068456006055,0.18869053386277101,0.829391484731478,Persian
