pca_0,pca_1,pca_2,pca_3,classe
-0.6448067631404688,-0.3181356989111658,1.2225744774635778,-1.0994686070037847,wheaten
0.31570686826426847,0.05039221312790272,-0.01939699285482789,-1.6307432410996743,leonberger
0.355440555807155,1.0695892600189836,1.2682745362870929,-0.27392705296569425,Abyssinian
1.2414313244868924,2.5541359527788043,-1.0256131518979015,0.9207749608835021,Abyssinian
0.9611835307533733,-0.9738155511803974,-0.3212759867168864,0.780174314711968,leonberger
-0.7767291748003086,-0.9381976238199315,0.15027861994290728,0.5569675244628407,wheaten
-1.490923016989219,-0.643145662334927,1.2903301076905778,-1.2152123894038616,wheaten
-0.515623195840356,-0.6513648982815043,-0.96076568021012,0.40139076463055473,wheaten
0.5958307513988017,0.915081214110463,0.008335951706439,-0.7077444145494983,wheaten
1.0839327156017668,-1.173824785688658,0.44578506949776403,0.8552482100707794,Persian
0.27980584215945975,1.2143036447980105,-1.4134847209977173,-1.0589114663733785,Abyssinian
1.1325625432761144,-0.04707471359891146,-0.21961102592093204,-1.7262510276661065,Persian
-0.021602544669312943,-0.36277231608058624,0.1538723421944513,0.9599170996120764,leonberger
0.10172976284187708,-0.629817854183087,-0.644490338631368,-0.9821137702983256,wheaten
0.6766305844783173,0.11142316130573586,0.2711470245967293,0.5150298974703266,wheaten
-0.6030472944120993,-0.6625914694145459,-0.6432893265332226,-1.4677985253145955,wheaten
0.00255930979205642,0.2689107220553044,-0.4985436795916542,1.07124090567773,wheaten
-1.0582798297108669,0.868897076184439,-0.5042347850314282,0.5389652530117616,Abyssinian
-1.5158010865930494,-1.0262709129039285,0.21024943685367314,0.834243970838826,Persian
-0.6129771088999334,-0.6807647972941373,-0.4506261635550956,0.21317337694658184,leonberger
2.0067014384577377,0.7156106807848844,0.44970997552121506,0.7812931245220472,Abyssinian
-0.39093828586087825,-0.7133651520021218,0.6154428345601736,0.8049637258591124,Persian
-0.7445821742142626,-0.6063946191347608,0.42866418789543376,-0.5194932890493154,wheaten
1.4241970279871912,2.848537955611938,0.47999523569670577,-0.5894168537995166,leonberger
0.4205609449325714,-0.8474795744433675,-1.0192975450470854,0.5979697986760116,wheaten
-0.17694820729691133,0.696737004783754,0.11623322670647236,2.2721407478967692,Abyssinian
1.0366328713243762,0.15104387027876637,1.5837453012820495,-0.11056112994842938,Persian
0.8205339348254848,-1.3988068153142295,-1.0788852825601583,0.4912466247674925,leonberger
0.17060665476042455,-1.2416842321362833,-0.6878902569358206,0.7791334740452536,leonberger
0.8213776751668911,0.34091391442482233,-2.3556728509266955,-1.0483760300188074,Abyssinian
0.9889096188842328,0.04802281129105082,-0.12287386932476278,-0.8870476467161902,Abyssinian
0.803738460985548,1.341890898870219,-0.18901201065999726,-0.899088793215948,wheaten
-0.1878166633847218,-0.014833856790371844,-0.4609121576369161,0.07691861227918453,Persian
-1.4947417500154734,-1.3489969476416852,0.7884059244559243,-0.23396432182330315,leonberger
-3.051383510642298,0.2507065755423111,0.3845032649765199,-1.0260277149519579,Persian
0.1469411507031742,0.6518896302380934,0.5404054086893463,-0.18921486128741027,Persian
0.4180729732865522,-0.12375690822121099,-0.5726487284344145,0.4043092816257083,leonberger
0.34102292383199073,1.6061785665217123,0.9087859763402426,-0.5215664601442618,Abyssinian
0.7140159882498559,-1.767785624433885,1.3092276378206387,-1.2170380500571498,Persian
-0.7143639692954609,0.41748417565417667,-0.7707300186233901,0.6582778236257334,wheaten
-0.06634141246598468,0.16482499567052125,-0.06582351499686372,-0.8678388110063306,Abyssinian
0.18001149250452553,-0.5316833834126479,-0.6184236062194903,0.5561168946290699,Abyssinian
-1.7456471536258864,-1.2036413998855693,0.18402280052627137,-0.11209477806196758,leonberger
-0.07139170145116186,-0.40187952621278866,-0.40864265998338434,2.233174186111306,Abyssinian
0.9787151839845029,0.9633787958116897,-1.106343830383727,-0.9407457150473421,leonberger
0.20359877195775475,-0.536808072975756,-2.066061344404946,0.5445162713032945,wheaten
0.3209772140133978,1.2457404624262467,-0.6225059265453506,0.3948946755481819,Abyssinian
-0.8280099457018048,-1.2224510455936681,0.7165566177735639,-0.3000405470307382,leonberger
-0.47678842710499764,0.6562561459202216,0.5500408476292837,-0.9041480447633483,Persian
1.1612292953237184,1.627850548806407,-0.1418241735629519,-0.148339675796932,Abyssinian
0.5172621045252969,0.5551160366745265,0.14678381471625365,-0.48058586205381226,Abyssinian
2.12384986074525,0.4247890797020067,-1.009157907392555,-1.1734618558880718,Abyssinian
-0.6017459559328301,-0.06622815070309049,-0.6053463041927395,-1.0819901756021506,wheaten
-0.22436755308585937,0.5595689913832091,0.6036414157877853,2.0805515177742597,wheaten
1.0591970636449912,-0.24207127142317908,-0.09493203268801277,1.0664696583494642,leonberger
-0.6294835604500545,0.04306208309387228,-0.7920008364683088,-3.00468428776895,Abyssinian
0.5830439903689657,-0.9396494049146457,-1.2427670027622881,0.6298173730980142,Persian
0.4843364737869403,-1.1595607145062148,0.639013437048431,0.7912535071290913,wheaten
1.1881037541780415,-0.40282560195247796,-0.9759640623876356,-1.451258353295682,wheaten
0.25573250112171453,0.7410789981691354,-2.0915574999507434,-2.6266067743039776,leonberger
0.7126668871995485,-0.9443226166867892,0.6635308052688299,-0.7414273623404681,leonberger
-1.1079998573517071,-0.4288464246680272,1.2970607596281347,-1.0525465988791332,Persian
0.4374424151111396,0.4803207449914708,0.8422403898717864,-1.5703396854751321,wheaten
-1.1285958526237694,-1.6183328627567801,1.5632612083668527,-0.9103440327594525,wheaten
1.0865648708117492,0.266498468951561,1.2895319700367704,-1.009566321172633,Persian
-0.36773791817720375,1.871181570716821,-1.258899607926457,0.22007942742751713,leonberger
0.8914299638727808,0.2825140099117621,-0.5453944507022249,-0.11899570633005213,Abyssinian
-1.0365243331923752,2.009791740557007,-0.5313077639053495,1.1842133421505374,Abyssinian
0.44716566269281255,-0.6233618182525792,-0.17402079936648698,-1.5272302330235255,leonberger
0.6182325297863439,-0.08972764214814452,0.6480737685004314,-1.882854579597961,Persian
-0.8737589500619382,1.0032456369617324,1.4567517913132466,0.23133105489792885,Persian
1.7464443195298671,1.5238470464962437,0.7591293604106868,-0.4936672698801795,Abyssinian
-0.3617462020572729,0.6358228339230276,0.9915492424084263,0.10424801304541233,Persian
0.6119816279525686,0.1899631460084316,-1.375122129635112,0.05191395630538863,Persian
0.9998330550655259,-0.9726980651293312,0.4311530946797009,2.465916843229257,Abyssinian
0.15006340788320313,0.8169235944415365,-0.4087996769731927,1.0042978509936318,wheaten
1.672703994843512,-1.1541076827931858,-0.4956731720306121,-0.8460799167440016,leonberger
-0.6249949713912911,0.09295161989952382,-0.9323921101139901,2.934254642448112,Abyssinian
-1.5166202549891181,-0.44602918660124813,0.001860738126526733,-0.8941111108736339,Persian
