pca_0,pca_1,classe
-0.8253081226978201,-0.10514471402984711,wheaten
0.8054491530331924,1.022143148784426,leonberger
0.1311280240619705,0.0007851285006457654,Abyssinian
1.2027922896056213,-2.237341343623002,Abyssinian
1.0192356630238097,0.8608228530326278,leonberger
-0.9166228261166983,0.04868711796854212,wheaten
-1.6659715368230679,1.0012001031690259,wheaten
-0.4958297627580365,0.2968798333270826,wheaten
0.5311949825479121,-0.8329432317138099,wheaten
0.89902282914639,1.0099784966078567,Persian
0.424876199457792,-1.2606062809822856,Abyssinian
1.1456671666376401,-0.4070704714194289,Persian
-0.1444004575023308,0.5903903801859601,leonberger
0.16807862349827182,-0.8232956530636564,wheaten
0.17432634074365214,-0.23719200655749126,wheaten
-0.6464232530446591,0.41020400185930617,wheaten
-0.051671831911303964,-0.16789447686819206,wheaten
-1.2222624317099,-0.9049070676129859,Abyssinian
-1.4478928428756053,0.8724608666257402,Persian
-0.44223614172443415,0.12498786119000915,leonberger
1.8329426248835048,-0.9760033663113361,Abyssinian
-0.7161455251546925,-0.08629964585064609,Persian
-0.735765360788538,1.0890640354207226,wheaten
1.2421927915012874,-1.390276570905736,leonberger
0.4478266484707327,0.48022890386158357,wheaten
-0.18686610818005125,0.18306853739889087,Abyssinian
0.6024224442721557,-0.41274954390870455,Persian
0.9826313215651652,0.9201091777459579,leonberger
0.04768870923987923,0.6493919581213737,leonberger
0.8702200943392853,-1.7502409911376584,Abyssinian
0.9494664849139005,0.05485038604225539,Abyssinian
0.7858951327747147,-1.1608097008681515,wheaten
-0.17011452492524531,0.14714594543968793,Persian
-1.677463665860689,1.238201034269325,leonberger
-2.997343188600018,0.07145930430102419,Persian
0.1393047712936494,-1.0356625864729856,Persian
0.3768102546533821,0.5490291485347294,leonberger
0.1741324241084196,-2.1540349287405167,Abyssinian
0.6101262242441394,1.4957686917966797,Persian
-0.615984035997296,-0.7851425303471988,wheaten
0.012597895718580917,-0.644822835899625,Abyssinian
0.4178562961534904,0.5343767151621656,Abyssinian
-2.0645472776914495,0.8508418221979209,leonberger
-0.1276680204119139,-0.05853188224272351,Abyssinian
0.9824615195509644,-0.5197484279620702,leonberger
0.49831472221220896,-0.11079126743386326,wheaten
0.26924536290105217,-1.2936611720948519,Abyssinian
-0.8260329794333514,1.177648633410021,leonberger
-0.19185254423532352,-1.4440480889172487,Persian
1.3195184889010034,-0.8330992419966831,Abyssinian
0.28168819387988603,-0.10401285889773915,Abyssinian
2.084691676403867,-0.41106230927720944,Abyssinian
-0.2873353743531096,-0.470000861538647,wheaten
-0.3200807968886626,-0.6158762836435633,wheaten
1.0609469321535603,-0.16408619939255642,leonberger
-0.6157833454112199,0.17622565152849928,Abyssinian
0.8288081498162763,0.6683059179319975,Persian
0.6855391516732482,0.14923060271673166,wheaten
1.6344965822266992,0.07801845290373013,wheaten
0.5524014301735604,-0.7110152078488581,leonberger
0.6080533042758403,0.29859375047767434,leonberger
-1.0442205240497062,-0.6459448873723072,Persian
0.36835285757313774,0.18461012192534743,wheaten
-1.2389449345766559,1.8596401084322973,wheaten
0.7102110482919479,1.2334944745486063,Persian
-0.37266653057816035,-1.3845954719633842,leonberger
0.9897485357196723,-0.8804873200327693,Abyssinian
-0.944829600914968,-1.1043628608937643,Abyssinian
0.3272575417419869,0.9471269162605586,leonberger
0.5762529232103354,0.6863974670951206,Persian
-1.2299004636244126,0.5343171843008218,Persian
1.4494134680658084,-2.229687406920585,Abyssinian
-0.5063627871294177,0.27862806743309393,Persian
0.9680559135163694,0.4776763838254765,Persian
0.5484437789347365,0.05520647559404611,Abyssinian
0.23316637486567054,-0.9162720597104587,wheaten
1.7269800257048868,0.6793766658141862,leonberger
-0.3817543246810176,-0.01900940678161057,Abyssinian
-1.6270011375272715,1.0560326610305841,Persian
-0.12706779669777532,0.9223501555618037,wheaten
-0.043364359330341266,0.09303729301017465,leonberger
-0.14349955831829297,-0.6598535153375468,leonberger
-0.8213365316309547,0.07495610716323638,Persian
-0.04244673711442414,0.10786307551546297,Persian
1.8664310559585826,-0.659132084925328,leonberger
-0.2526277910790885,-1.7501402085242121,leonberger
-1.8450827993392265,0.25761060787234935,leonberger
-1.040284867758281,0.1721506465368263,leonberger
-0.5063417448183798,1.9053656657981837,wheaten
-0.17848533341496672,-0.11641214657823985,wheaten
0.2562653259485344,0.5774578663196317,Abyssinian
0.2405849917244595,1.0101409471455405,wheaten
-0.5661500272655864,-0.13208087113068132,leonberger
-1.5609888170365607,-1.3053946115864659,Abyssinian
1.1640849963466728,1.308381515073868,leonberger
-0.8373588986712358,0.732507648925234,Abyssinian
0.011982408118758123,-0.7202033179719974,Persian
-1.1963935400681018,-1.5188857531548845,leonberger
0.9849025119971323,1.9832621684101763,wheaten
-0.8928039319941784,-0.40241743908560024,Persian
-2.071120121533802,1.2953797770761597,Persian
-0.9621623921052269,-0.2875220533482835,Persian
-0.2732284960411855,0.670366474032118,Persian
0.6696324053399079,0.20936499887337648,Persian
0.5775118304111221,-0.05049158166502355,Persian
0.2873190783739786,-2.204164566154265,Abyssinian
0.31983793079070166,-0.49088374466926826,wheaten
-1.3689029737725402,-0.9498501547278692,Abyssinian
0.5868258987605068,0.37157964614533073,wheaten
1.223281770211687,-0.17539567916208434,wheaten
0.16860816368024284,-0.024039443466480383,leonberger
-1.6920212622483317,-1.6839418577467706,Abyssinian
0.424662565796268,-1.3964922667349946,Abyssinian
1.2437095599269286,-2.7416876287039713,Persian
-1.1586299556303044,-2.5903340702811564,Abyssinian
0.30428026650525974,0.9726226332122091,leonberger
1.1657953677586455,-1.8721205828090803,Abyssinian
0.8708082907863538,0.5024636155346504,wheaten
0.14197112165510214,0.837197440377194,wheaten
0.9371544528538243,0.4017176821118554,leonberger
-1.2568456991307058,0.1776793183273798,wheaten
-0.06109373408962864,-1.3915496038452824,Abyssinian
0.21361010716819237,0.7344371311605161,wheaten
0.37935804880726964,1.5330716060826508,Persian
-1.0259585600006935,0.321996861551726,wheaten
-0.6912230775208861,-0.6755694164520962,Abyssinian
1.4083002940688454,1.279545466714915,leonberger
0.4840010705180319,0.8581761635061631,leonberger
-0.3211929020400954,-0.3222532684182684,Abyssinian
-0.6087025361267978,0.3552146069204657,wheaten
-0.08784921005911785,-0.4423817618258096,Persian
1.58124963987638,1.6469935017781698,leonberger
-1.2260707419765677,-0.10675435891846624,Abyssinian
0.3435012644419466,-0.03891265955182016,Abyssinian
-1.1144711203789621,-2.7115605363117306,Abyssinian
-0.568475611305986,0.7590374001855058,Persian
1.2264184723343092,1.294997708588613,leonberger
-1.0046202871463397,0.38517045701130337,Abyssinian
-1.380579096656396,-0.6285654512195857,wheaten
0.6693829054548427,0.28121092158569355,wheaten
0.4864184441188085,0.19202563267999503,Persian
-1.7253632898587392,-1.1941129871019396,Persian
-0.07390290120368588,0.6174793922072483,leonberger
0.08228263257662663,0.2921871000799121,Persian
0.9917970355926795,0.9148981598980741,Persian
0.17302351324259732,-0.20783272942621053,Abyssinian
-0.5810693599871571,0.2579370982943783,wheaten
-0.9795790623435272,-0.4654962027184086,wheaten
-1.3600327980662077,1.5920095034832127,wheaten
1.3356271691538144,-1.0179245382722086,Persian
-0.1841536508244296,0.1384036498273034,wheaten
0.23674225201034202,-0.8764078512548193,wheaten
0.30465360540076825,-0.13050559182616056,Abyssinian
1.0996307308200168,-0.46010685611698005,Abyssinian
-0.29636722118038183,-1.5637181639424613,Abyssinian
