pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,classe
-2.151612237732678,-1.0397803601979652,0.44626738982557335,-0.2689557636254356,-1.687145239687593,-1.0654301214165924,-0.2184393422417946,0.2773432545964485,-0.3470594487832378,-0.10276914307042471,-1.0592191634112331,-1.3103633873187723,-0.9637573927564117,1.296692864781121,-0.4353137359431425,0.8252285665541987,Abyssinian
-3.2839741794303623,-0.7824313572692783,-0.10176952747520224,0.41318962962942224,2.005991633197808,-0.15518664296889395,1.1451772751682305,-1.5905686488518045,0.8686308935306004,0.10884373169421535,-1.116095943000735,-0.514690618109526,-1.190721157287112,-0.11984168763189594,1.139952620266219,-1.0479668487944085,wheaten
-1.137253792827403,-0.2743505923442604,0.06134806145524474,-0.06691642495032545,-0.7876291250227666,0.44503602359385663,-0.07454597859669168,1.2782203955375866,1.4236660051664858,-0.3863303427508616,-0.17617249587537803,0.014159675879099626,-0.844591317268165,-2.083107379113814,0.8525241728920729,1.1862296668085945,Persian
1.1818214680772665,1.1126515341488892,-0.7750504880516399,0.2610070209085671,0.23885478324989665,0.3596711215074929,0.6912540962914195,0.5882226807252054,1.29346085872112,-0.3454202582225278,-0.06426517852962363,0.44684774462116417,-0.4058329841808208,-1.1125775855810034,-1.0264425507698443,-0.376521375441187,wheaten
-1.1976947513184466,1.4433701304751594,-1.21187877520743,1.4566013888160623,-0.24251267125936568,-0.5971602673141172,1.5697634938656817,-1.6005087820731552,-1.26430184011309,-1.2923450409395312,0.5884938429349978,0.50125510911999,-1.0294609247228936,-0.052465694707099685,0.15088527365497245,-0.439641551721609,leonberger
-0.7843266124127737,1.8994639581465194,0.19585222528488505,0.5614540207276245,-0.08921528442092386,-0.4190851506372823,0.5109516220282919,0.12742645675427283,0.6779321707150544,0.9957826806854976,-1.064597504355993,0.67670046251977,0.06105836651499242,-1.0955324423233148,-0.1361789001978123,-0.05154974566163131,leonberger
-1.2299004636244115,0.5343171843008205,-0.4764786574974491,-0.8436022255449542,-1.4835630062607668,1.4268192527739352,0.42526664773049655,-0.7894352638036194,2.3842904924744555,0.6901215291804219,-0.40543448385084113,-1.900001225635626,-0.5378535707601945,-1.1015590257350916,-1.0281731811821806,0.6789331189384774,Persian
2.1786484436566007,-0.8867879424629875,0.9387587063461349,-0.33384685661617625,1.1653793051023411,1.0274552046411638,0.09381455646290818,-0.30878778370514726,1.7717181172033662,0.21332112940256362,-0.8085524412618651,0.1966200334754655,-0.3393020984733093,1.2672279889927556,0.5367868384625324,1.1243647850531866,wheaten
0.3200031263574367,0.216156543165667,0.02837563959964699,-0.9274051493770481,-0.974681869528732,0.45024552886881053,-0.13869215923522007,0.18902915525043565,0.3556782012186471,-0.9103406070233766,0.623974392425246,0.21104499404692828,-0.24719150496996486,-0.32010557346922613,-0.18133442620966453,-0.0012737896792860942,Persian
1.4115176716429754,0.34284614012174147,-0.07350351391373876,0.33959574694223926,-0.03248540161363784,-0.4392466496767465,0.41126924874675885,-0.6385183247825392,-0.5799565156373698,0.33511371667195117,1.8742743721284796,-0.1891413119525456,1.424325480593965,-0.41052515188980315,0.8470938687302797,1.9965367626119996,leonberger
-1.185037281503524,-1.4445471281858318,-0.6152301794725373,-0.1880199012581938,-0.5363454569892265,-0.046711942003004644,-0.17490905594087822,0.7753064602701346,0.419687936361694,-2.0160874643114934,0.51157554264294,0.6260041723578299,1.9469461874138743,-0.5100497585937461,-1.2420833051895674,0.6377669759017104,Persian
-1.7224185965049763,-0.8622094925783839,0.3724870500638231,1.2590769944771611,-0.7859913829584022,-0.9665783190654211,0.3533893672588464,-1.0885054502349027,-0.1984297088763066,2.0139551517343746,-0.3060419131986745,-1.112826214514575,1.2496737236652133,-0.9996801971172059,-1.4492639765062743,-0.443398076778593,Abyssinian
0.9365817570366789,-0.482428024891658,0.12148185132352615,1.4280862635416882,0.11516596361956241,-0.49590774203569415,0.5135531544409818,3.7557676201147583,-0.14654109055791645,0.8811786109651508,-0.5688620058132383,0.4565097754906745,-0.6329728787755913,0.22310936681454818,-1.103155413548322,0.6035985510724192,wheaten
-0.2555916303403868,0.7177407991970358,-0.1186977947682973,0.05050612844428025,0.7234252123667698,-1.830266785331799,-1.882153650419998,0.1788583455133761,-0.0862389991517481,-0.40277855369613286,-0.9771121702720889,1.320395187794403,1.939697857855485,0.45189167705190136,0.4001182846585148,0.8663254551839338,wheaten
0.4268133711008875,-1.1134300465551281,0.6029342724550071,-1.0514437362444056,0.9482112424820911,0.3137817200300759,1.3540020924273442,2.1868445486007215,-0.7537957838774184,-2.2471632074081413,-1.2413345401565583,-2.024084148354462,1.280086402657162,0.0940233770473566,0.573320560971308,-0.9886275592066226,wheaten
-0.3119157531213346,-1.5334856232157266,0.5062363882589055,0.4877258356920054,-0.387647678996354,-0.11967519638416735,0.1989806214053668,1.5735589511352177,0.45816508992559474,-1.274623628455795,-0.9552313830463841,0.5341349335124717,-0.6486815259300728,0.31189938501012254,0.11907242281613467,0.23393929549701206,wheaten
0.07384364792800699,-0.8561357628724768,1.2711536609665077,1.2320022241174977,2.3411000898850594,0.4595050765248941,-0.40398084889184166,-0.8313206578285602,1.208258583890258,-1.4886452547206082,1.4681125184906705,0.43733423817192923,-1.8823384479178806,-1.1450008552781885,1.05794768295952,0.11886708123323306,Abyssinian
-1.572415969942243,-0.3879781949349809,0.7756593246654054,0.8996092576439723,0.023809623678955758,-0.5802523305287012,-0.17203226284150408,-0.6641194493375508,0.7160269954077474,-2.3349484757147985,0.6561685059630523,0.5341947760392255,0.9864665588049552,-1.253651383036926,-0.9750177591256206,1.6449595734524247,leonberger
-0.6159840359972976,-0.7851425303472046,0.9955023250893571,-1.0059413683597076,-0.004335944986558616,0.9382100389968843,1.501257795364656,-0.4394415721924709,-2.036315123856074,0.18202522656738246,-1.2854574349532284,0.29692524976621676,0.12554658845888228,-1.734857057566641,0.6878707954691912,-0.004165339373787311,wheaten
-1.2568456991307055,0.17767931832738115,-0.42268259911617323,0.28523065457782587,1.2099889713186947,0.4872718245670811,-0.7427912860402335,-0.002881155840774613,-0.5750063975217999,0.21309021495322264,-0.20751824161181817,0.16634441994662874,-1.1312536957533952,-1.1334923168353135,0.5200816085208774,0.321202400081822,wheaten
1.0384118946471488,-0.026503896819505723,-0.19054850013060992,0.12072486463341134,0.0708041331346381,0.4528203811608469,-0.24887936893069867,-2.8263572361732177,0.5259151815771265,2.191281459001718,0.03562799651722884,0.3611448222379817,0.6140952156036105,0.6463029252636556,-0.8416688545922242,0.3040228484025865,Abyssinian
-0.44223614172443426,0.1249878611900086,0.33743192333049515,-0.29683523326547345,-0.49683681298500526,0.9369027512069668,-0.76076640793257,1.5346789314568745,-0.9685577285192548,-0.4077483232585442,-0.4582554076513079,-1.4395581191193483,0.2880823905780803,0.608520025255271,1.439335410915679,1.0087814120031742,leonberger
-1.139455124713652,0.45372976348912053,0.20540798320739423,0.5417501568127742,0.8966383927293169,0.583162852685082,0.8506707844192459,0.5957235214840662,0.12542725501999902,-0.6413399393006116,-0.7121448138500682,-0.8032338643901502,0.16630789725603318,1.316416486159221,1.5374018653802914,-0.9410756311754358,Persian
1.2792118084377473,0.42240101837024413,1.0590537274328982,0.8925182431381101,-1.3122022488038452,1.260484176140089,-0.7714160885192085,-2.054647436229522,-0.021511943453521164,1.5561005703775748,-1.2973662518526767,-0.613551588163265,0.5207746812134723,-0.3625060710717198,-1.1300153448336845,0.19796564697113106,Abyssinian
0.6714957472853399,-1.1710722441983912,-0.8208398362240017,-1.9466601862340327,-1.2207195534645967,-0.02284625800967772,1.9231841753343284,0.267859095421614,1.2170880834987041,-1.6337468444804941,-0.42584746789336314,0.2133537190402519,1.151977448118663,1.3391026779930641,0.8509945326361132,0.7978470706475176,Persian
1.1428326738867225,-1.7091317949216303,-2.3499042972160007,0.38982613337434274,0.6574794127755071,-0.5086584818880158,2.5595000952777314,-0.018125126933181614,0.16424762308510082,0.16392307232640846,-0.7081964273757306,1.6995562696380633,-2.3495737655246627,-0.6891154188023473,-0.5041204092566901,-0.9349340099928841,Abyssinian
