pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,classe
-0.8253081226978201,-0.10514471402984711,-1.4469502020196805,1.754525217719873,0.09439839057564747,0.2765623175558692,0.14263648539726342,wheaten
0.8054491530331924,1.022143148784426,-0.455926176974892,0.2086589033712491,1.2181282203670902,-0.9320460622099118,1.7392011287652076,leonberger
0.1311280240619705,0.0007851285006457654,-0.5865175730342146,0.7716219028132996,-1.348502749782575,-1.0697368801814986,-0.0032552998731952922,Abyssinian
1.2027922896056213,-2.237341343623002,0.43667268083835264,-1.4376887019644529,-0.7236441242982721,-0.19689742419415715,1.371912741962859,Abyssinian
1.0192356630238097,0.8608228530326278,0.41025264694698244,-1.2693723922362796,-0.06028099601867521,-0.5088949275180716,0.19322158341672063,leonberger
-0.9166228261166983,0.04868711796854212,0.39967042887677234,-0.31380881531491317,-0.10730558726617684,0.06064230966641912,-0.48813314361968957,wheaten
-1.6659715368230679,1.0012001031690259,-1.093042493590744,0.9155527238323037,0.041043124668663715,0.2954334941515089,0.6544987948104812,wheaten
-0.4958297627580365,0.2968798333270826,0.5545451576042429,-0.843029743015006,0.7681510258517635,-0.16416826297727105,-0.6154096347028799,wheaten
0.5311949825479121,-0.8329432317138099,-0.8973166862247097,1.1598409627715194,-0.33459448078082915,0.03661312015900674,0.20251329703643156,wheaten
0.89902282914639,1.0099784966078567,1.145649646341319,-0.4603512631534414,-0.338116536647399,0.4911718776816689,-0.19128760817127588,Persian
0.424876199457792,-1.2606062809822856,0.3311770742752302,0.21140936341975897,1.2512158091864702,0.6621688162870515,1.5445889883386228,Abyssinian
1.1456671666376401,-0.4070704714194289,-0.9542469367971597,0.8026861408299305,0.6718374726298687,0.3900209130112155,-1.1280969392017206,Persian
-0.1444004575023308,0.5903903801859601,0.09632570424753102,-0.9553372947065145,-0.2523018341192267,-1.9465398037810169,-0.9401358640395666,leonberger
0.16807862349827182,-0.8232956530636564,0.6555147928078368,2.2477613732307553,0.5153709722473232,-0.2385211259577518,-1.2601894815852144,wheaten
0.17432634074365214,-0.23719200655749126,-0.3692981044142434,-0.7131466768795339,0.4071558776000563,0.37782084193839166,-0.6511479992505109,wheaten
-0.6464232530446591,0.41020400185930617,-0.8909323991898573,-0.6214805928149933,1.8972111217087537,-0.378103257618498,0.25762620226615923,wheaten
-0.051671831911303964,-0.16789447686819206,0.270290412051229,-1.4033460883881492,-0.6889209560655987,-0.3106135435790823,-0.474230543202492,wheaten
-1.2222624317099,-0.9049070676129859,0.661708418311117,0.08321832494273818,0.8892208349306511,-1.4373183882638076,-1.0310439965707796,Abyssinian
-1.4478928428756053,0.8724608666257402,0.3355806523653569,0.06439612695583732,-0.08259037533938869,0.8814376825705841,0.7186124089468355,Persian
